"TID","NOTRANS","TGLORDER","TGLTRANS","TGLESTIMASI","KODE","JENIS","KODEKARYAWAN","KODESALES","KODEPELANGGAN","KODEPEMASOK","CATATAN","JMLTRANS","DISKONPERSEN","DISKONNILAI","BIAYA","TOTALNILAIBELI","TOTALTRANS","JMLBAYAR","SISA","CARABAYAR","KARTU","NOREFKARTU","STATUS","NOREF","POSTED","JNSSTOK","BAYARLAIN1","BAYARLAIN2","KETBAYARLAIN1","KETBAYARLAIN2","TAHUN","BULAN","TGLJTHTEMPO","TGLUPLOAD","TGLUPDATE","JAMUPLOAD","JAMUPDATE","DP"
534,SO2508-00087,2025-08-30,,2025-08-30,SO,Sales Order,E002,"",C2508030,,"",217500.0,0.00,0.0,0.0,0.0,217500.0,0.0,-217500.0,,,,4,,0,,0.0,0.0,,,"2025","08",,,,,,0.0
535,TJ2508-00083,,2025-08-30,,TJ,Sales,E002,"",C2508030,,"",217500.0,0.00,0.0,0.0,240000.0,217500.0,217500.0,0.0,Tunai,,,4,SO2508-00087,0,Keluar,0.0,0.0,,,"2025","08",2025-08-30,,,,,0.0
536,SO2509-00001,2025-09-01,,2025-09-01,SO,Sales Order,E002,"",C2507015,,"",790739.0,0.00,0.0,0.0,0.0,790739.0,0.0,-790739.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
538,TJ2509-00001,,2025-09-01,,TJ,Sales,E002,"",C2507015,,"",790739.0,0.00,0.0,0.0,246050.1,790739.0,790739.0,0.0,Tunai,,,4,SO2509-00001,0,Keluar,0.0,0.0,,,"2025","09",2025-09-01,,,,,0.0
539,SO2509-00002,2025-09-01,,2025-09-01,SO,Sales Order,E002,"",C2507015,,"",347040.0,0.00,0.0,0.0,0.0,347040.0,0.0,-347040.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
540,SO2509-00003,2025-09-04,,2025-09-04,SO,Sales Order,E002,"",C2509001,,"",3789928.0,0.00,0.0,0.0,0.0,3789928.0,0.0,-3789928.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
541,SO2509-00004,2025-09-04,,2025-09-04,SO,Sales Order,E002,"",C2507015,,"",700387.2,0.00,0.0,0.0,0.0,700387.2,0.0,-700387.2,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
542,SO2509-00005,2025-09-04,,2025-09-04,SO,Sales Order,E002,"",C2508005,,"",61710.0,0.00,0.0,0.0,0.0,61710.0,0.0,-61710.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
543,TJ2509-00002,,2025-09-04,,TJ,Sales,E002,"",C2508005,,"",61710.0,0.00,0.0,0.0,0.0,61710.0,61710.0,0.0,Tunai,,,4,SO2509-00005,0,Keluar,0.0,0.0,,,"2025","09",2025-09-04,,,,,0.0
544,TJ2509-00003,,2025-09-08,,TJ,Sales,E002,"",C2508013,,"",175000.0,0.00,0.0,0.0,62200.0,175000.0,175000.0,0.0,Tunai,,,4,SO2508-00076,0,Keluar,0.0,0.0,,,"2025","09",2025-09-08,,,,,0.0
545,SO2509-00006,2025-09-06,,2025-09-06,SO,Sales Order,E002,"",C2507015,,"",16000.0,0.00,0.0,0.0,0.0,16000.0,0.0,-16000.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
546,SO2509-00007,2025-09-08,,2025-09-08,SO,Sales Order,E002,"",C2507019,,"",58560.0,0.00,0.0,0.0,0.0,58560.0,0.0,-58560.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
547,SO2509-00008,2025-09-08,,2025-09-08,SO,Sales Order,E002,"",C2509001,,"",46920.0,0.00,0.0,0.0,0.0,46920.0,0.0,-46920.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
548,SO2509-00009,2025-09-08,,2025-09-08,SO,Sales Order,E002,"",C2509002,,"",54000.0,0.00,0.0,0.0,0.0,54000.0,0.0,-54000.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
551,SO2509-00010,2025-09-09,,2025-09-09,SO,Sales Order,E002,"",C2507018,,"",15000.0,0.00,0.0,0.0,0.0,15000.0,0.0,-15000.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
552,TJ2509-00004,,2025-09-09,,TJ,Sales,E002,"",C2509002,,"",54000.0,0.00,0.0,0.0,40162.5,54000.0,54000.0,0.0,Tunai,,,4,SO2509-00009,0,Keluar,0.0,0.0,,,"2025","09",2025-09-09,,,,,0.0
553,SO2509-00011,2025-09-09,,2025-09-09,SO,Sales Order,E002,"",C2507015,,"",100000.0,0.00,0.0,0.0,0.0,100000.0,0.0,-100000.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
554,TJ2509-00005,,2025-09-09,,TJ,Sales,E002,"",C2507019,,"",58560.0,0.00,0.0,0.0,43554.0,58560.0,58560.0,0.0,Tunai,,,4,SO2509-00007,0,Keluar,0.0,0.0,,,"2025","09",2025-09-09,,,,,0.0
555,SO2509-00012,2025-09-09,,2025-09-09,SO,Sales Order,E002,"",C2509003,,"",205875.0,0.00,0.0,0.0,0.0,205875.0,0.0,-205875.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
556,SO2509-00013,2025-09-09,,2025-09-09,SO,Sales Order,E002,"",C2508011,,"",40000.0,0.00,0.0,0.0,0.0,40000.0,0.0,-40000.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
558,TJ2509-00006,,2025-09-09,,TJ,Sales,E002,"",C2507015,,"",700387.0,0.00,0.0,0.0,520912.98,700387.0,700387.0,0.0,Tunai,,,4,SO2509-00004,0,Keluar,0.0,0.0,,,"2025","09",2025-09-09,,,,,0.0
559,TJ2509-00007,,2025-09-09,,TJ,Sales,E002,"",C2507018,,"",15000.0,0.00,0.0,0.0,0.0,15000.0,15000.0,0.0,Tunai,,,4,SO2509-00010,0,Keluar,0.0,0.0,,,"2025","09",2025-09-09,,,,,0.0
560,TJ2509-00008,,2025-09-09,,TJ,Sales,E002,"",C2507015,,"",16000.0,0.00,0.0,0.0,11900.0,16000.0,16000.0,0.0,Tunai,,,4,SO2509-00006,0,Keluar,0.0,0.0,,,"2025","09",2025-09-09,,,,,0.0
561,TJ2509-00009,,2025-09-09,,TJ,Sales,E002,"",C2508011,,"",40000.0,0.00,0.0,0.0,11900.0,40000.0,40000.0,0.0,Tunai,,,4,SO2509-00013,0,Keluar,0.0,0.0,,,"2025","09",2025-09-09,,,,,0.0
562,SO2509-00014,2025-09-09,,2025-09-09,SO,Sales Order,E002,"",C2507015,,"",64000.0,0.00,0.0,0.0,0.0,64000.0,0.0,-64000.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
563,SO2509-00015,2025-09-09,,2025-09-09,SO,Sales Order,E002,"",C2507017,,"",52800.0,0.00,0.0,0.0,0.0,52800.0,0.0,-52800.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
564,TJ2509-00010,,2025-09-09,,TJ,Sales,E002,"",C2508002,,"",11250000,0.00,0.0,0.0,0.0,11250000,6750000.0,0.0,Tunai,,,4,SO2508-00005,0,Keluar,0.0,0.0,,,"2025","09",2025-09-09,,,,,4500000.0
565,TJ2509-00011,,2025-09-09,,TJ,Sales,E002,"",C2507015,,"",347040.0,0.00,0.0,0.0,98889.0,347040.0,347040.0,0.0,Tunai,,,4,SO2509-00002,0,Keluar,0.0,0.0,,,"2025","09",2025-09-09,,,,,0.0
566,TJ2509-00012,,2025-09-09,,TJ,Sales,E002,"",C2509003,,"",205875.0,0.00,0.0,0.0,0.0,205875.0,205875.0,0.0,Tunai,,,4,SO2509-00012,0,Keluar,0.0,0.0,,,"2025","09",2025-09-09,,,,,0.0
567,TJ2509-00013,,2025-09-09,,TJ,Sales,E002,"",C2507015,,"",64000.0,0.00,0.0,0.0,0.0,64000.0,64000.0,0.0,Tunai,,,4,SO2509-00014,0,Keluar,0.0,0.0,,,"2025","09",2025-09-09,,,,,0.0
568,SO2509-00016,2025-09-09,,2025-09-09,SO,Sales Order,E002,"",C2507018,,"",30000.0,0.00,0.0,0.0,0.0,30000.0,0.0,-30000.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
569,TJ2509-00014,,2025-09-09,,TJ,Sales,E002,"",C2507015,,"",100000.0,0.00,0.0,0.0,0.0,100000.0,100000.0,0.0,Tunai,,,4,SO2509-00011,0,Keluar,0.0,0.0,,,"2025","09",2025-09-09,,,,,0.0
570,SO2509-00017,2025-09-09,,2025-09-09,SO,Sales Order,E002,"",C2509003,,"",130000.0,0.00,0.0,0.0,0.0,130000.0,0.0,-130000.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
571,SO2509-00018,2025-09-10,,2025-09-10,SO,Sales Order,E002,"",C2507015,,"",130240.0,0.00,0.0,0.0,0.0,130240.0,0.0,-130240.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
572,TJ2509-00015,,2025-09-10,,TJ,Sales,E002,"",C2507018,,"",30000.0,0.00,0.0,0.0,0.0,30000.0,30000.0,0.0,Tunai,,,4,SO2509-00016,0,Keluar,0.0,0.0,,,"2025","09",2025-09-10,,,,,0.0
573,SO2509-00019,2025-09-10,,2025-09-10,SO,Sales Order,E002,"",C2507015,,"",369750.0,0.00,0.0,0.0,0.0,369750.0,0.0,-369750.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
574,TJ2509-00016,,2025-09-10,,TJ,Sales,E002,"",C2507015,,"",130240.0,0.00,0.0,0.0,0.0,130240.0,130240.0,0.0,Tunai,,,4,SO2509-00018,0,Keluar,0.0,0.0,,,"2025","09",2025-09-10,,,,,0.0
575,TJ2509-00017,,2025-09-10,,TJ,Sales,E002,"",C2507015,,"",369750.0,0.00,0.0,0.0,0.0,369750.0,369750.0,0.0,Tunai,,,4,SO2509-00019,0,Keluar,0.0,0.0,,,"2025","09",2025-09-10,,,,,0.0
576,TJ2509-00018,,2025-09-11,,TJ,Sales,E002,"",C2509003,,"",130000.0,0.00,0.0,0.0,0.0,130000.0,130000.0,0.0,Tunai,,,4,SO2509-00017,0,Keluar,0.0,0.0,,,"2025","09",2025-09-11,,,,,0.0
577,SO2509-00020,2025-09-11,,2025-09-11,SO,Sales Order,E002,"",C2509003,,"",170242.5,0.00,0.0,0.0,0.0,170242.5,0.0,-170242.5,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
579,SO2509-00021,2025-09-11,,2025-09-11,SO,Sales Order,E002,"",C2509001,,"",213734.4,0.00,0.0,0.0,0.0,213734.4,0.0,-213734.4,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
580,SO2509-00022,2025-09-12,,2025-09-12,SO,Sales Order,E002,"",C2508017,,"",8175000.0,0.00,0.0,0.0,0.0,8175000.0,0.0,-8175000.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
581,SO2509-00023,2025-09-12,,2025-09-12,SO,Sales Order,E002,"",C2507015,,"",82000.0,0.00,0.0,0.0,0.0,82000.0,0.0,-82000.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
582,SO2509-00024,2025-09-12,,2025-09-12,SO,Sales Order,E002,"",C2509003,,"",65000.0,0.00,0.0,0.0,0.0,65000.0,0.0,-65000.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
583,SO2509-00025,2025-09-12,,2025-09-12,SO,Sales Order,E002,"",C2507012,,"",280000.0,0.00,0.0,0.0,0.0,280000.0,0.0,-280000.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
584,TJ2509-00019,,2025-09-12,,TJ,Sales,E002,"",C2507012,,"",280000.0,0.00,0.0,0.0,0.0,280000.0,280000.0,0.0,Tunai,,,4,SO2509-00025,0,Keluar,0.0,0.0,,,"2025","09",2025-09-12,,,,,0.0
585,TJ2509-00020,,2025-09-13,,TJ,Sales,E002,"",C2508029,,"",60000.0,0.00,0.0,0.0,0.0,60000.0,60000.0,0.0,Tunai,,,4,SO2508-00086,0,Keluar,0.0,0.0,,,"2025","09",2025-09-13,,,,,0.0
586,SO2509-00026,2025-09-13,,2025-09-13,SO,Sales Order,E002,"",C2507018,,"",45000.0,0.00,0.0,0.0,0.0,45000.0,0.0,-45000.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
587,SO2509-00027,2025-09-15,,2025-09-15,SO,Sales Order,E002,"",C2509004,,"",64000.0,0.00,0.0,0.0,0.0,64000.0,0.0,-64000.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
588,SO2509-00028,2025-09-15,,2025-09-15,SO,Sales Order,E002,"",C2508005,,"",470000.0,0.00,0.0,0.0,0.0,470000.0,0.0,-470000.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
589,TJ2509-00021,,2025-09-15,,TJ,Sales,E002,"",C2507018,,"",45000.0,0.00,0.0,0.0,0.0,45000.0,45000.0,0.0,Tunai,,,4,SO2509-00026,0,Keluar,0.0,0.0,,,"2025","09",2025-09-15,,,,,0.0
590,TJ2509-00022,,2025-09-15,,TJ,Sales,E002,"",C2509004,,"",64000.0,0.00,0.0,0.0,0.0,64000.0,64000.0,0.0,Tunai,,,4,SO2509-00027,0,Keluar,0.0,0.0,,,"2025","09",2025-09-15,,,,,0.0
591,SO2509-00029,2025-09-15,,2025-09-15,SO,Sales Order,E002,"",C2508011,,"",41600.0,0.00,0.0,0.0,0.0,41600.0,0.0,-41600.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
593,TJ2509-00023,,2025-09-15,,TJ,Sales,E002,"",C2508005,,"",470000.0,0.00,0.0,0.0,0.0,470000.0,470000.0,0.0,Tunai,,,4,SO2509-00028,0,Keluar,0.0,0.0,,,"2025","09",2025-09-15,,,,,0.0
594,TJ2509-00024,,2025-09-15,,TJ,Sales,E002,"",C2508011,,"",41600.0,0.00,0.0,0.0,0.0,41600.0,41600.0,0.0,Tunai,,,4,SO2509-00029,0,Keluar,0.0,0.0,,,"2025","09",2025-09-15,,,,,0.0
1290,SO2601-00039,2026-01-14,,2026-01-14,SO,Sales Order,E002,"",C2511006,,"",700000.0,0.00,0.0,0.0,0.0,700000.0,0.0,-700000.0,,,,4,,0,,0.0,0.0,,,"2026","01",,,,,,0.0
596,SO2509-00031,2025-09-16,,2025-09-16,SO,Sales Order,E002,"",C2507015,,"",185952.0,0.00,0.0,0.0,0.0,185952.0,0.0,-185952.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
597,SO2509-00032,2025-09-16,,2025-09-16,SO,Sales Order,E002,"",C2509003,,"",195000.0,0.00,0.0,0.0,0.0,195000.0,0.0,-195000.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
598,SO2509-00033,2025-09-17,,2025-09-17,SO,Sales Order,E002,"",C2507019,,"",48000.0,0.00,0.0,0.0,0.0,48000.0,0.0,-48000.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
600,TJ2509-00025,,2025-09-17,,TJ,Sales,E002,"",C2509003,,"",170243.0,0.00,0.0,0.0,0.0,170243.0,170243.0,0.0,Tunai,,,4,SO2509-00020,0,Keluar,0.0,0.0,,,"2025","09",2025-09-17,,,,,0.0
601,TJ2509-00026,,2025-09-17,,TJ,Sales,E002,"",C2509003,,"",65000.0,0.00,0.0,0.0,0.0,65000.0,65000.0,0.0,Tunai,,,4,SO2509-00024,0,Keluar,0.0,0.0,,,"2025","09",2025-09-17,,,,,0.0
602,TJ2509-00027,,2025-09-17,,TJ,Sales,E002,"",C2509003,,"",195000.0,0.00,0.0,0.0,0.0,195000.0,195000.0,0.0,Tunai,,,4,SO2509-00032,0,Keluar,0.0,0.0,,,"2025","09",2025-09-17,,,,,0.0
603,SO2509-00034,2025-09-17,,2025-09-17,SO,Sales Order,E002,"",C2509003,,"",140000.0,0.00,0.0,0.0,0.0,140000.0,0.0,-140000.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
604,SO2509-00035,2025-09-17,,2025-09-17,SO,Sales Order,E002,"",C2509006,,"",48000.0,0.00,0.0,0.0,0.0,48000.0,0.0,-48000.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
605,TJ2509-00028,,2025-09-17,,TJ,Sales,E002,"",C2509006,,"",48000.0,0.00,0.0,0.0,0.0,48000.0,48000.0,0.0,Tunai,,,4,SO2509-00035,0,Keluar,0.0,0.0,,,"2025","09",2025-09-17,,,,,0.0
606,SO2509-00036,2025-09-17,,2025-09-17,SO,Sales Order,E002,"",C2509007,,"",32000.0,0.00,0.0,0.0,0.0,32000.0,0.0,-32000.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
607,SO2509-00037,2025-09-17,,2025-09-17,SO,Sales Order,E002,"",C2507018,,"",94080.0,0.00,0.0,0.0,0.0,94080.0,0.0,-94080.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
608,TJ2509-00029,,2025-09-17,,TJ,Sales,E002,"",C2509007,,"",32000.0,0.00,0.0,0.0,23800.0,32000.0,32000.0,0.0,Tunai,,,4,SO2509-00036,0,Keluar,0.0,0.0,,,"2025","09",2025-09-17,,,,,0.0
1291,SO2601-00040,2026-01-14,,2026-01-14,SO,Sales Order,E002,"",C2509003,,"",478961.0,0.00,0.0,0.0,0.0,478961.0,0.0,-478961.0,,,,4,,0,,0.0,0.0,,,"2026","01",,,,,,0.0
611,SO2509-00039,2025-09-17,,2025-09-17,SO,Sales Order,E002,"",C2508010,,"",63350.0,0.00,0.0,0.0,0.0,63350.0,0.0,-63350.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
612,TJ2509-00030,,2025-09-17,,TJ,Sales,E002,"",C2508010,,"",63350.0,0.00,0.0,0.0,11403.0,63350.0,63350.0,0.0,Tunai,,,4,SO2509-00039,0,Keluar,0.0,0.0,,,"2025","09",2025-09-17,,,,,0.0
613,SO2509-00040,2025-09-18,,2025-09-18,SO,Sales Order,E002,"",C2507015,,"",300000.0,0.00,0.0,0.0,0.0,300000.0,0.0,-300000.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
614,TJ2509-00031,,2025-09-18,,TJ,Sales,E002,"",C2507015,,"",300000.0,0.00,0.0,0.0,0.0,300000.0,300000.0,0.0,Tunai,,,4,SO2509-00040,0,Keluar,0.0,0.0,,,"2025","09",2025-09-18,,,,,0.0
615,TJ2509-00032,,2025-09-18,,TJ,Sales,E002,"",C2507017,,"",52800.0,0.00,0.0,0.0,0.0,52800.0,52800.0,0.0,Tunai,,,4,SO2509-00015,0,Keluar,0.0,0.0,,,"2025","09",2025-09-18,,,,,0.0
616,SO2509-00041,2025-09-18,,2025-09-18,SO,Sales Order,E002,"",C2509003,,"",290000.0,0.00,0.0,0.0,0.0,290000.0,0.0,-290000.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
617,TJ2509-00033,,2025-09-18,,TJ,Sales,E002,"",C2507018,,"",94080.0,0.00,0.0,0.0,34986.0,94080.0,94080.0,0.0,Tunai,,,4,SO2509-00037,0,Keluar,0.0,0.0,,,"2025","09",2025-09-18,,,,,0.0
618,SO2509-00042,2025-09-18,,2025-09-18,SO,Sales Order,E002,"",C2509008,,"",65000.0,0.00,0.0,0.0,0.0,65000.0,0.0,-65000.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
619,SO2509-00043,2025-09-18,,2025-09-18,SO,Sales Order,E002,"",C2507017,,"",16000.0,0.00,0.0,0.0,0.0,16000.0,0.0,-16000.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
620,TJ2509-00034,,2025-09-19,,TJ,Sales,E002,"",C2507019,,"",48000.0,0.00,0.0,0.0,35700.0,48000.0,48000.0,0.0,Tunai,,,4,SO2509-00033,0,Keluar,0.0,0.0,,,"2025","09",2025-09-19,,,,,0.0
621,SO2509-00044,2025-09-19,,2025-09-19,SO,Sales Order,E002,"",C2507018,,"",144000.0,0.00,0.0,0.0,0.0,144000.0,0.0,-144000.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
622,SO2509-00045,2025-09-19,,2025-09-19,SO,Sales Order,E002,"",C2507015,,"",48000.0,0.00,0.0,0.0,0.0,48000.0,0.0,-48000.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
623,SO2509-00046,2025-09-19,,2025-09-19,SO,Sales Order,E002,"",C2509003,,"",57750.0,0.00,0.0,0.0,0.0,57750.0,0.0,-57750.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
624,SO2509-00047,2025-09-19,,2025-09-19,SO,Sales Order,E002,"",C2509009,,"",355500.0,0.00,0.0,0.0,0.0,355500.0,0.0,-355500.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
625,TJ2509-00035,,2025-09-19,,TJ,Sales,E002,"",C2509001,,"",3789928.0,0.00,0.0,0.0,0.0,3789928.0,3789928.0,0.0,Tunai,,,4,SO2509-00003,0,Keluar,0.0,0.0,,,"2025","09",2025-09-19,,,,,0.0
626,TJ2509-00036,,2025-09-19,,TJ,Sales,E002,"",C2509001,,"",46920.0,0.00,0.0,0.0,25000.0,46920.0,46920.0,0.0,Tunai,,,4,SO2509-00008,0,Keluar,0.0,0.0,,,"2025","09",2025-09-19,,,,,0.0
627,TJ2509-00037,,2025-09-19,,TJ,Sales,E002,"",C2509001,,"",213734.0,0.00,0.0,0.0,0.0,213734.0,213734.0,0.0,Tunai,,,4,SO2509-00021,0,Keluar,0.0,0.0,,,"2025","09",2025-09-19,,,,,0.0
628,TJ2509-00038,,2025-09-19,,TJ,Sales,E002,"",C2509009,,"",355500.0,0.00,0.0,0.0,169575.0,355500.0,355500.0,0.0,Tunai,,,4,SO2509-00047,0,Keluar,0.0,0.0,,,"2025","09",2025-09-19,,,,,0.0
629,SO2509-00048,2025-09-20,,2025-09-20,SO,Sales Order,E002,"",C2509003,,"",172000.0,0.00,0.0,0.0,0.0,172000.0,0.0,-172000.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
630,SO2509-00049,2025-09-20,,2025-09-20,SO,Sales Order,E002,"",C2509008,,"",65000.0,0.00,0.0,0.0,0.0,65000.0,0.0,-65000.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
631,SO2509-00050,2025-09-20,,2025-09-20,SO,Sales Order,E002,"",C2509001,,"",3853928.0,0.00,0.0,0.0,0.0,3853928.0,0.0,-3853928.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
632,SO2509-00051,2025-09-20,,2025-09-20,SO,Sales Order,E002,"",C2509003,,"",53760.0,0.00,0.0,0.0,0.0,53760.0,0.0,-53760.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
633,SO2509-00052,2025-09-20,,2025-09-20,SO,Sales Order,E002,"",C2507015,,"",40960.0,0.00,0.0,0.0,0.0,40960.0,0.0,-40960.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
634,TJ2509-00039,,2025-09-20,,TJ,Sales,E002,"",C2507015,,"",82000.0,0.00,0.0,0.0,0.0,82000.0,82000.0,0.0,Tunai,,,4,SO2509-00023,0,Keluar,0.0,0.0,,,"2025","09",2025-09-20,,,,,0.0
635,TJ2509-00040,,2025-09-20,,TJ,Sales,E002,"",C2507015,,"",185952.0,0.00,0.0,0.0,138301.8,185952.0,185952.0,0.0,Tunai,,,4,SO2509-00031,0,Keluar,0.0,0.0,,,"2025","09",2025-09-20,,,,,0.0
636,TJ2509-00041,,2025-09-20,,TJ,Sales,E002,"",C2507015,,"",48000.0,0.00,0.0,0.0,35700.0,48000.0,48000.0,0.0,Tunai,,,4,SO2509-00045,0,Keluar,0.0,0.0,,,"2025","09",2025-09-20,,,,,0.0
637,TJ2509-00042,,2025-09-20,,TJ,Sales,E002,"",C2507015,,"",40960.0,0.00,0.0,0.0,15232.0,40960.0,40960.0,0.0,Tunai,,,4,SO2509-00052,0,Keluar,0.0,0.0,,,"2025","09",2025-09-20,,,,,0.0
638,TJ2509-00043,,2025-09-20,,TJ,Sales,E002,"",C2507013,,"",765000.0,0.00,0.0,0.0,143200.0,765000.0,765000.0,0.0,Tunai,,,4,SO2507-00016,0,Keluar,0.0,0.0,,,"2025","09",2025-09-20,,,,,0.0
639,TJ2509-00044,,2025-09-20,,TJ,Sales,E002,"",C2507014,,"",3105000.0,0.00,0.0,0.0,13800.0,3105000.0,3105000.0,0.0,Tunai,,,4,SO2507-00017,0,Keluar,0.0,0.0,,,"2025","09",2025-09-20,,,,,0.0
640,TJ2509-00045,,2025-09-20,,TJ,Sales,E002,"",C2507012,,"",1445000.0,0.00,0.0,0.0,0.0,1445000.0,1445000.0,0.0,Tunai,,,4,SO2508-00030,0,Keluar,0.0,0.0,,,"2025","09",2025-09-20,,,,,0.0
641,SO2509-00053,2025-09-22,,2025-09-22,SO,Sales Order,E002,"",C2509003,,"",1711000.0,0.00,0.0,0.0,0.0,1711000.0,0.0,-1711000.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
642,TJ2509-00046,,2025-09-22,,TJ,Sales,E002,"",C2507012,,"",1944000.0,0.00,0.0,0.0,0.0,1944000.0,1059000.0,0.0,Tunai,,,4,SO2508-00044,0,Keluar,0.0,0.0,,,"2025","09",2025-09-22,,,,,885000.0
643,SO2509-00054,2025-09-22,,2025-09-22,SO,Sales Order,E002,"",C2507018,,"",112000.0,0.00,0.0,0.0,0.0,112000.0,0.0,-112000.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
644,SO2509-00055,2025-09-22,,2025-09-22,SO,Sales Order,E002,"",C2507015,,"",65000.0,0.00,0.0,0.0,0.0,65000.0,0.0,-65000.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
646,TJ2509-00047,,2025-09-22,,TJ,Sales,E002,"",C2507018,,"",144000.0,0.00,0.0,0.0,107100.0,144000.0,144000.0,0.0,Tunai,,,4,SO2509-00044,0,Keluar,0.0,0.0,,,"2025","09",2025-09-22,,,,,0.0
647,TJ2509-00048,,2025-09-22,,TJ,Sales,E002,"",C2507018,,"",112000.0,0.00,0.0,0.0,83300.0,112000.0,112000.0,0.0,Tunai,,,4,SO2509-00054,0,Keluar,0.0,0.0,,,"2025","09",2025-09-22,,,,,0.0
648,TJ2509-00049,,2025-09-22,,TJ,Sales,E002,"",C2507015,,"",65000.0,0.00,0.0,0.0,29900.0,65000.0,65000.0,0.0,Tunai,,,4,SO2509-00055,0,Keluar,0.0,0.0,,,"2025","09",2025-09-22,,,,,0.0
649,TJ2509-00050,,2025-09-22,,TJ,Sales,E002,"",C2508017,,"",2610000.0,0.00,0.0,0.0,0.0,2610000.0,2419000.0,0.0,Tunai,,,4,SO2508-00057,0,Keluar,0.0,0.0,,,"2025","09",2025-09-22,,,,,191000.0
650,TJ2509-00051,,2025-09-22,,TJ,Sales,E002,"",C2507012,,"",100000.0,0.00,0.0,0.0,0.0,100000.0,100000.0,0.0,Tunai,,,4,SO2508-00068,0,Keluar,0.0,0.0,,,"2025","09",2025-09-22,,,,,0.0
651,TJ2509-00052,,2025-09-22,,TJ,Sales,E002,"",C2507013,,"",59500.0,0.00,0.0,0.0,8750.0,59500.0,59500.0,0.0,Tunai,,,4,SO2508-00079,0,Keluar,0.0,0.0,,,"2025","09",2025-09-22,,,,,0.0
652,SO2509-00056,2025-09-22,,2025-09-22,SO,Sales Order,E002,"",C2507015,,"",124800.0,0.00,0.0,0.0,0.0,124800.0,0.0,-124800.0,,,,4,,0,,0.0,0.0,,,"2025","09",,,,,,0.0
