"NOTRANS","KODE","NOURUT","KODEBARANG","NAMABARANG","KODESATUAN","JML","HRGBELI","PANJANG","LEBAR","JASADESAIN","BIAYALAIN","HRGJUAL","SATUANJUAL","JMLJUAL","HRGTERJUAL","DISKPERSEN","DISKNILAI","SUBTOTAL","JMLRETUR","KONVERSI","STOKASAL","NAMAPESANAN","URAIAN","KETPESANAN","LOKASIFILE","STATUSCETAK","KODEBAHAN","KODEBAHAN1","KODEBAHAN2","KODEBAHAN3","KODEBAHAN4","KODEBAHAN5","JMLBAHAN1","JMLBAHAN2","JMLBAHAN3","JMLBAHAN4","JMLBAHAN5"
SO2507-00026,SO,2,"0104200001",ALBATROS (IN),MTR,1.00,16200.0,0.90,1.00,0.0,0.0,65000.0,MTR,1.00,65000.0,0.00,0.0,0.0,0.00,1.00,0.00,BANNER BOEDOET ,"",ALBATROS (IN),"",0,"0104200002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2507-00025,TJ,3,"0106400001",FLEXY CHINA 280 (OUT),MTR,1.00,142800.0,4.00,3.00,0.0,0.0,16000.0,MTR,1.00,16000.0,0.00,0.0,0.0,0.00,0.00,0.00,SPANDUK SUMMER CAMP ,"",FLEXY 280 ,,0,"0106400002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2507-00026,TJ,1,"0106400001",FLEXY CHINA 280 (OUT),MTR,1.00,55930.0,1.00,4.70,0.0,0.0,16000.0,MTR,1.00,16000.0,0.00,0.0,0.0,0.00,0.00,0.00,SPANDUK WARUNG MADURA ,"",F 280 ,,0,"0106400002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2507-00032,SO,2,"0106400001",FLEXY CHINA 280 (OUT),MTR,4.00,41650.0,3.50,1.00,0.0,0.0,16000.0,MTR,4.00,16000.0,0.00,0.0,0.0,0.00,1.00,0.00,SPANDUK SUMMER CAMP ,"",FLEXY 280 ,"",0,"0106400002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2507-00032,SO,3,"0106400001",FLEXY CHINA 280 (OUT),MTR,1.00,142800.0,4.00,3.00,0.0,0.0,16000.0,MTR,1.00,16000.0,0.00,0.0,0.0,0.00,1.00,0.00,SPANDUK SUMMER CAMP ,"",FLEXY 280 ,"",0,"0106400002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2507-00034,SO,1,"0106400001",FLEXY CHINA 280 (OUT),MTR,1.00,35700.0,2.00,1.50,0.0,0.0,16000.0,MTR,1.00,16000.0,0.00,0.0,0.0,0.00,1.00,0.00,SPANDUK SANTUNAN ,"",FLEXY 280 ,"",0,"0106400002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2507-00033,SO,1,"0106400001",FLEXY CHINA 280 (OUT),MTR,1.00,55930.0,1.00,4.70,0.0,0.0,16000.0,MTR,1.00,16000.0,0.00,0.0,0.0,0.00,1.00,0.00,SPANDUK WARUNG MADURA ,"",F 280 ,"",0,"0106400002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2507-00027,TJ,1,"0106400001",FLEXY CHINA 280 (OUT),MTR,1.00,11900.0,1.00,1.00,0.0,0.0,16000.0,MTR,1.00,16000.0,0.00,0.0,0.0,0.00,0.00,0.00,BANNER BOEDOET F 280,"","",,0,"0106400002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2507-00027,TJ,2,"0104200001",ALBATROS (IN),MTR,1.00,16200.0,0.90,1.00,0.0,0.0,65000.0,MTR,1.00,65000.0,0.00,0.0,0.0,0.00,0.00,0.00,BANNER BOEDOET ,"",ALBATROS (IN),,0,"0104200002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2507-00028,TJ,1,"0106400001",FLEXY CHINA 280 (OUT),MTR,1.00,35700.0,2.00,1.50,0.0,0.0,16000.0,MTR,1.00,16000.0,0.00,0.0,0.0,0.00,0.00,0.00,SPANDUK SANTUNAN ,"",FLEXY 280 ,,0,"0106400002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2507-00037,SO,1,"0106600001",FLEXY KORCHIN 440 (OUT),MTR,1.00,86400.0,1.50,3.00,0.0,0.0,33000.0,MTR,1.00,33000.0,0.00,0.0,0.0,0.00,1.00,0.00,BANNER WARTEG,"","F KORCHIN 440 
BELUM UPDATE HARGA KORCHIN 440 ","",0,"0106600002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2507-00037,SO,2,"0106400001",FLEXY CHINA 280 (OUT),MTR,1.00,134400.0,2.00,3.50,0.0,0.0,16000.0,MTR,1.00,16000.0,0.00,0.0,0.0,0.00,1.00,0.00,BANNER SANTUNAN,"",F 280,"",0,"",,,,,,0.00,0.00,0.00,0.00,0.00
SO2507-00035,SO,1,"0110800001",FLEXY CHINA PROMO AGUSTUSAN,MTR,1.00,17850.0,1.00,1.50,0.0,0.0,15000.0,MTR,1.00,15000.0,0.00,0.0,0.0,0.00,1.00,0.00,SPANDUK WARKOP,"",FLEXY 280,"",0,"0106400002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2507-00036,SO,1,"0106800001",X BANNER FLEXY 280 (60X160),PCS,2.00,29900.0,1.00,1.00,0.0,0.0,65000.0,PCS,2.00,65000.0,0.00,0.0,0.0,0.00,1.00,0.00,DETERGEN GENTLE GEN,"",X BANNER F 280 60X160,"",0,"0106800002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2507-00037,SO,3,"0106400001",FLEXY CHINA 280 (OUT),MTR,1.00,35700.0,1.00,3.00,0.0,0.0,16000.0,MTR,1.00,16000.0,0.00,0.0,0.0,0.00,1.00,0.00,SPANDUK PENGUKUHAN ,"",F 280,"",0,"0106400002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2507-00037,SO,4,"0106400001",FLEXY CHINA 280 (OUT),MTR,1.00,7140.0,0.60,1.00,0.0,0.0,16000.0,MTR,1.00,16000.0,0.00,0.0,0.0,0.00,1.00,0.00,BANNER CILOK ,"",F 280,"",0,"0106400002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2507-00037,SO,5,"0106800001",X BANNER FLEXY 280 (60X160),PCS,2.00,29900.0,1.00,1.00,0.0,0.0,65000.0,PCS,2.00,65000.0,0.00,0.0,0.0,0.00,1.00,0.00,X BANNER ,"","","",0,"0106800002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2507-00037,SO,6,"0106400001",FLEXY CHINA 280 (OUT),MTR,8.00,23800.0,1.00,2.00,0.0,0.0,16000.0,MTR,8.00,16000.0,0.00,0.0,0.0,0.00,1.00,0.00,SPANDUK HBKB,"",F 280,"",0,"0106400002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2507-00019,TJ,1,"0106800001",X BANNER FLEXY 280 (60X160),PCS,3.00,29900.0,1.00,1.00,0.0,0.0,65000.0,PCS,3.00,65000.0,0.00,0.0,0.0,0.00,0.00,0.00,X BANNER F280 60X160 STEVEN,"","",,0,"0106800002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2507-00021,TJ,1,"0106400001",FLEXY CHINA 280 (OUT),MTR,1.00,35700.0,1.00,3.00,0.0,0.0,16000.0,MTR,1.00,16000.0,0.00,0.0,0.0,0.00,0.00,0.00,SPANDUK UNIV PERTAMINA,FLEXY 280,"",,0,"0106400002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2507-00029,TJ,1,"0106600001",FLEXY KORCHIN 440 (OUT),MTR,1.00,86400.0,1.50,3.00,0.0,0.0,33000.0,MTR,1.00,33000.0,0.00,0.0,0.0,0.00,0.00,0.00,BANNER WARTEG,"","F KORCHIN 440 
BELUM UPDATE HARGA KORCHIN 440 ",,0,"0106600002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2507-00029,TJ,2,"0106400001",FLEXY CHINA 280 (OUT),MTR,1.00,134400.0,2.00,3.50,0.0,0.0,16000.0,MTR,1.00,16000.0,0.00,0.0,0.0,0.00,0.00,0.00,BANNER SANTUNAN,"",F 280,,0,"",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2507-00029,TJ,3,"0106400001",FLEXY CHINA 280 (OUT),MTR,1.00,35700.0,1.00,3.00,0.0,0.0,16000.0,MTR,1.00,16000.0,0.00,0.0,0.0,0.00,0.00,0.00,SPANDUK PENGUKUHAN ,"",F 280,,0,"0106400002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2507-00029,TJ,4,"0106400001",FLEXY CHINA 280 (OUT),MTR,1.00,7140.0,0.60,1.00,0.0,0.0,16000.0,MTR,1.00,16000.0,0.00,0.0,0.0,0.00,0.00,0.00,BANNER CILOK ,"",F 280,,0,"0106400002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2507-00029,TJ,5,"0106800001",X BANNER FLEXY 280 (60X160),PCS,2.00,29900.0,1.00,1.00,0.0,0.0,65000.0,PCS,2.00,65000.0,0.00,0.0,0.0,0.00,0.00,0.00,X BANNER ,"","",,0,"0106800002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2507-00029,TJ,6,"0106400001",FLEXY CHINA 280 (OUT),MTR,8.00,23800.0,1.00,2.00,0.0,0.0,16000.0,MTR,8.00,16000.0,0.00,0.0,0.0,0.00,0.00,0.00,SPANDUK HBKB,"",F 280,,0,"0106400002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2507-00030,TJ,1,"0110800001",FLEXY CHINA PROMO AGUSTUSAN,MTR,1.00,17850.0,1.00,1.50,0.0,0.0,15000.0,MTR,1.00,15000.0,0.00,0.0,0.0,0.00,0.00,0.00,SPANDUK WARKOP,"",FLEXY 280,,0,"0106400002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2507-00031,TJ,1,"0106800001",X BANNER FLEXY 280 (60X160),PCS,2.00,29900.0,1.00,1.00,0.0,0.0,65000.0,PCS,2.00,65000.0,0.00,0.0,0.0,0.00,0.00,0.00,DETERGEN GENTLE GEN,"",X BANNER F 280 60X160,,0,"0106800002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2507-00042,SO,1,"0110800001",FLEXY CHINA PROMO AGUSTUSAN,MTR,1.00,54264.0,1.20,3.80,0.0,0.0,15000.0,MTR,1.00,15000.0,0.00,0.0,0.0,0.00,1.00,0.00,MEJA DISPLAY ,"",F 280 ,"",0,"0106400002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2507-00039,SO,1,"0110800001",FLEXY CHINA PROMO AGUSTUSAN,MTR,1.00,0.0,1.50,5.45,0.0,0.0,15000.0,MTR,1.00,15000.0,0.00,0.0,0.0,0.00,1.00,0.00,SPANDUK OCBC,"",F 280,"",0,"0110800002",,,,,,0.00,0.00,0.00,0.00,0.00
SA2507-00001,SA,1,"0106400002",FLEXY CHINA 280 (OUT),MTR,308.00,0.0,0.00,0.00,0.0,0.0,0.0,MTR,308.00,0.0,0.00,0.0,0.0,0.00,0.00,0.00,,,,,0,,,,,,,0.00,0.00,0.00,0.00,0.00
SO2507-00042,SO,2,"0110800001",FLEXY CHINA PROMO AGUSTUSAN,MTR,2.00,43554.0,2.00,1.83,0.0,0.0,15000.0,MTR,2.00,15000.0,0.00,0.0,0.0,0.00,1.00,0.00,BACKWALL,"",F 280,"",0,"0106400002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2508-00001,TJ,1,"0106400001",FLEXY CHINA 280 (OUT),MTR,1.00,35700.0,3.00,1.00,0.0,0.0,16000.0,MTR,1.00,16000.0,0.00,0.0,0.0,0.00,0.00,0.00,SPANDUK MENU ,"",F 280,,0,"0106400002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2507-00041,SO,1,"0503200001",STICKER VINYL RITRAMA LAM (IN),MTR,1.00,9900.0,0.30,1.00,0.0,0.0,85000.0,MTR,1.00,85000.0,0.00,0.0,0.0,0.00,1.00,0.00,STICKER RODALINK,"",RITRAMA LAM GLOS,"",0,"0503200002",,,,,,0.00,0.00,0.00,0.00,0.00
SA2507-00002,SA,1,"0102200002",ALBATROS (OUT),MTR,109.20,0.0,0.00,0.00,0.0,0.0,0.0,MTR,109.20,0.0,0.00,0.0,0.0,0.00,0.00,0.00,,,,,0,,,,,,,0.00,0.00,0.00,0.00,0.00
SO2507-00027,SO,1,"0106400001",FLEXY CHINA 280 (OUT),MTR,1.00,35700.0,1.00,3.00,0.0,0.0,16000.0,MTR,1.00,16000.0,0.00,0.0,0.0,0.00,1.00,0.00,SPANDUK UNIV PERTAMINA,FLEXY 280,"","",0,"0106400002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2507-00042,SO,3,"0110800001",FLEXY CHINA PROMO AGUSTUSAN,MTR,10.00,65450.0,1.00,5.50,0.0,0.0,15000.0,MTR,10.00,15000.0,0.00,0.0,0.0,0.00,1.00,0.00,PAGAR ,"",F 280 ,"",0,"0106400002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2507-00043,SO,1,"0110800001",FLEXY CHINA PROMO AGUSTUSAN,MTR,1.00,0.0,1.50,3.00,0.0,0.0,15000.0,MTR,1.00,15000.0,0.00,0.0,0.0,0.00,1.00,0.00,SPANDUK WARKOP,"",F 280,"",0,"0110800002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2507-00043,SO,2,"0110800001",FLEXY CHINA PROMO AGUSTUSAN,MTR,1.00,0.0,1.00,2.00,0.0,0.0,15000.0,MTR,1.00,15000.0,0.00,0.0,0.0,0.00,1.00,0.00,SPANDUK WARKOP,"",F 280,"",0,"0110800002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2507-00043,SO,3,"0110800001",FLEXY CHINA PROMO AGUSTUSAN,MTR,1.00,0.0,1.00,1.30,0.0,0.0,15000.0,MTR,1.00,15000.0,0.00,0.0,0.0,0.00,1.00,0.00,SPANDUK WARKOP,"",F 280,"",0,"0110800002",,,,,,0.00,0.00,0.00,0.00,0.00
SA2507-00002,SA,2,"0104200002",ALBATROS (IN),MTR,109.20,0.0,0.00,0.00,0.0,0.0,0.0,MTR,109.20,0.0,0.00,0.0,0.0,0.00,0.00,0.00,,,,,0,,,,,,,0.00,0.00,0.00,0.00,0.00
SA2507-00002,SA,3,"0501100001",STICKER VINYL RITRAMA (OUT),MTR,193.00,0.0,0.00,0.00,0.0,0.0,0.0,MTR,193.00,0.0,0.00,0.0,0.0,0.00,0.00,0.00,,,,,0,,,,,,,0.00,0.00,0.00,0.00,0.00
SA2507-00002,SA,4,"0503100002",STICKER VINYL RITRAMA (IN),MTR,193.00,0.0,0.00,0.00,0.0,0.0,0.0,MTR,193.00,0.0,0.00,0.0,0.0,0.00,0.00,0.00,,,,,0,,,,,,,0.00,0.00,0.00,0.00,0.00
SA2507-00002,SA,5,"0102400002",PHOTOPAPER (OUT),MTR,38.10,0.0,0.00,0.00,0.0,0.0,0.0,MTR,38.10,0.0,0.00,0.0,0.0,0.00,0.00,0.00,,,,,0,,,,,,,0.00,0.00,0.00,0.00,0.00
SA2507-00002,SA,6,"0104400002",PHOTOPAPER (IN),MTR,38.10,0.0,0.00,0.00,0.0,0.0,0.0,MTR,38.10,0.0,0.00,0.0,0.0,0.00,0.00,0.00,,,,,0,,,,,,,0.00,0.00,0.00,0.00,0.00
SA2507-00003,SA,1,"0106600002",FLEXY KORCHIN 440 (OUT),MTR,176.00,0.0,0.00,0.00,0.0,0.0,0.0,MTR,176.00,0.0,0.00,0.0,0.0,0.00,0.00,0.00,,,,,0,,,,,,,0.00,0.00,0.00,0.00,0.00
SA2507-00004,SA,1,"0108900001",Laminating 100 G Matte Uk 1.52 X 50 M ,PCS,76.00,0.0,0.00,0.00,0.0,0.0,0.0,PCS,76.00,0.0,0.00,0.0,0.0,0.00,0.00,0.00,,,,,0,,,,,,,0.00,0.00,0.00,0.00,0.00
SA2507-00004,SA,2,"0109000001",Laminating 100 G Glossy Uk 1.07 X 50 M,PCS,53.50,0.0,0.00,0.00,0.0,0.0,0.0,PCS,53.50,0.0,0.00,0.0,0.0,0.00,0.00,0.00,,,,,0,,,,,,,0.00,0.00,0.00,0.00,0.00
SA2507-00004,SA,3,"0109100001","Laminating 100 G Glossy Uk 1,27 X 50 M ",PCS,63.50,0.0,0.00,0.00,0.0,0.0,0.0,PCS,63.50,0.0,0.00,0.0,0.0,0.00,0.00,0.00,,,,,0,,,,,,,0.00,0.00,0.00,0.00,0.00
SA2507-00004,SA,4,"0110500001",Laminating 100 G Matte Uk 1.07 X 50 M,PCS,53.50,0.0,0.00,0.00,0.0,0.0,0.0,PCS,53.50,0.0,0.00,0.0,0.0,0.00,0.00,0.00,,,,,0,,,,,,,0.00,0.00,0.00,0.00,0.00
SA2507-00004,SA,5,"0110600001","Laminating 100 G Matte Uk 1,27 X 50 M ",PCS,63.50,0.0,0.00,0.00,0.0,0.0,0.0,PCS,63.50,0.0,0.00,0.0,0.0,0.00,0.00,0.00,,,,,0,,,,,,,0.00,0.00,0.00,0.00,0.00
SA2507-00004,SA,6,"0109200001","Laminating 100 G Glossy Uk 1,.52 X 50 M",PCS,76.00,0.0,0.00,0.00,0.0,0.0,0.0,PCS,76.00,0.0,0.00,0.0,0.0,0.00,0.00,0.00,,,,,0,,,,,,,0.00,0.00,0.00,0.00,0.00
TJ2507-00032,TJ,1,"0503200001",STICKER VINYL RITRAMA LAM (IN),MTR,1.00,9900.0,0.30,1.00,0.0,0.0,85000.0,MTR,1.00,85000.0,0.00,0.0,0.0,0.00,0.00,0.00,STICKER RODALINK,"",RITRAMA LAM GLOS,,0,"0503200002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2507-00033,TJ,1,"0110800001",FLEXY CHINA PROMO AGUSTUSAN,MTR,1.00,0.0,1.50,5.45,0.0,0.0,15000.0,MTR,1.00,15000.0,0.00,0.0,0.0,0.00,0.00,0.00,SPANDUK OCBC,"",F 280,,0,"0110800002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2507-00040,SO,1,"0110800001",FLEXY CHINA PROMO AGUSTUSAN,MTR,2.00,0.0,1.00,2.50,0.0,0.0,15000.0,MTR,2.00,15000.0,0.00,0.0,0.0,0.00,1.00,0.00,SPANDUK ZIREK LANSIA ,"",F 280,"",0,"",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2508-00001,TJ,2,"0100100002",STAND BANNER (TANPA TRIPOD) 60X160,PCS,1.00,0.0,1.00,1.00,0.0,0.0,30000.0,PCS,1.00,30000.0,0.00,0.0,0.0,0.00,0.00,0.00,STAND BANNER ,"",UK 60X160,,0,"",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2508-00001,TJ,3,"0112000001",ART CARTON 260gr A3 + LAM DOFF,LBR,2.00,0.0,1.00,1.00,0.0,0.0,17000.0,LBR,2.00,17000.0,0.00,0.0,0.0,0.00,0.00,0.00,ART CARTON A3,"",LAM DOFF,,0,"",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2508-00001,TJ,4,"0100100003",STICKER CHROMO A3 + KISS CUT ,LBR,3.00,0.0,1.00,1.00,0.0,0.0,15000.0,LBR,3.00,15000.0,0.00,0.0,0.0,0.00,0.00,0.00,STICKER CHROMO,"","",,0,"",,,,,,0.00,0.00,0.00,0.00,0.00
SO2507-00044,SO,1,"0106400001",FLEXY CHINA 280 (OUT),MTR,1.00,35700.0,3.00,1.00,0.0,0.0,16000.0,MTR,1.00,16000.0,0.00,0.0,0.0,0.00,1.00,0.00,SPANDUK MENU ,"",F 280,"",0,"0106400002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2507-00044,SO,2,"0100100002",STAND BANNER (TANPA TRIPOD) 60X160,PCS,1.00,0.0,1.00,1.00,0.0,0.0,30000.0,PCS,1.00,30000.0,0.00,0.0,0.0,0.00,1.00,0.00,STAND BANNER ,"",UK 60X160,"",0,"",,,,,,0.00,0.00,0.00,0.00,0.00
SO2507-00044,SO,3,"0112000001",ART CARTON 260gr A3 + LAM DOFF,LBR,2.00,0.0,1.00,1.00,0.0,0.0,17000.0,LBR,2.00,17000.0,0.00,0.0,0.0,0.00,1.00,0.00,ART CARTON A3,"",LAM DOFF,"",0,"",,,,,,0.00,0.00,0.00,0.00,0.00
SO2507-00044,SO,4,"0100100003",STICKER CHROMO A3 + KISS CUT ,LBR,3.00,0.0,1.00,1.00,0.0,0.0,15000.0,LBR,3.00,15000.0,0.00,0.0,0.0,0.00,1.00,0.00,STICKER CHROMO,"","","",0,"",,,,,,0.00,0.00,0.00,0.00,0.00
SO2508-00001,SO,1,"0110800001",FLEXY CHINA PROMO AGUSTUSAN,MTR,1.00,0.0,2.00,0.70,0.0,0.0,15000.0,MTR,1.00,15000.0,0.00,0.0,0.0,0.00,1.00,0.00,SPANDUK LAUNDRY,"",FLEXY 280,"",0,"0110800002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2508-00001,SO,2,"0110800001",FLEXY CHINA PROMO AGUSTUSAN,MTR,1.00,0.0,1.50,0.70,0.0,0.0,15000.0,MTR,1.00,15000.0,0.00,0.0,0.0,0.00,1.00,0.00,SPANDUK BARBERSHOP,"",FLEXY 280,"",0,"0110800002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2508-00002,TJ,1,"0106400001",FLEXY CHINA 280 (OUT),MTR,1.00,8925.0,0.50,1.50,0.0,0.0,16000.0,MTR,1.00,16000.0,0.00,0.0,0.0,0.00,0.00,0.00,SPANDUK PEWANGI,"",FLEXY 280,,0,"0106400002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2508-00003,SO,1,"0110800001",FLEXY CHINA PROMO AGUSTUSAN,MTR,1.00,0.0,2.20,1.50,0.0,0.0,15000.0,MTR,1.00,15000.0,0.00,0.0,0.0,0.00,1.00,0.00,SPANDUK BEUTY CLASS,"",FLEXY 280,"",0,"0110800002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2508-00003,TJ,1,"0110800001",FLEXY CHINA PROMO AGUSTUSAN,MTR,2.00,0.0,1.00,2.50,0.0,0.0,15000.0,MTR,2.00,15000.0,0.00,0.0,0.0,0.00,0.00,0.00,SPANDUK ZIREK LANSIA ,"",F 280,,0,"",,,,,,0.00,0.00,0.00,0.00,0.00
SO2508-00002,SO,1,"0106400001",FLEXY CHINA 280 (OUT),MTR,1.00,8925.0,0.50,1.50,0.0,0.0,16000.0,MTR,1.00,16000.0,0.00,0.0,0.0,0.00,1.00,0.00,SPANDUK PEWANGI,"",FLEXY 280,"",0,"0106400002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2508-00004,SO,1,"0106800001",X BANNER FLEXY 280 (60X160),PCS,1.00,29900.0,1.00,1.00,0.0,0.0,65000.0,PCS,1.00,65000.0,0.00,0.0,0.0,0.00,1.00,0.00,SPANDUK TERAPI,"",X BANNER F 280 60X160,"",0,"0106800002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2508-00004,TJ,1,"0106400001",FLEXY CHINA 280 (OUT),MTR,1.00,8925.0,0.50,1.50,0.0,0.0,16000.0,MTR,1.00,16000.0,0.00,0.0,0.0,0.00,0.00,0.00,SPANDUK PEWANGI,"",FLEXY 280,,0,"0106400002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2508-00005,TJ,1,"0110800001",FLEXY CHINA PROMO AGUSTUSAN,MTR,1.00,0.0,2.00,0.70,0.0,0.0,15000.0,MTR,1.00,15000.0,0.00,0.0,0.0,0.00,0.00,0.00,SPANDUK LAUNDRY,"",FLEXY 280,,0,"0110800002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2508-00005,TJ,2,"0110800001",FLEXY CHINA PROMO AGUSTUSAN,MTR,1.00,0.0,1.50,0.70,0.0,0.0,15000.0,MTR,1.00,15000.0,0.00,0.0,0.0,0.00,0.00,0.00,SPANDUK BARBERSHOP,"",FLEXY 280,,0,"0110800002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2508-00006,TJ,1,"0110800001",FLEXY CHINA PROMO AGUSTUSAN,MTR,1.00,0.0,2.20,1.50,0.0,0.0,15000.0,MTR,1.00,15000.0,0.00,0.0,0.0,0.00,0.00,0.00,SPANDUK BEUTY CLASS,"",FLEXY 280,,0,"0110800002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2508-00005,SO,1,"0110800001",FLEXY CHINA PROMO AGUSTUSAN,MTR,1000.00,0.0,0.50,1.50,0.0,0.0,15000.0,MTR,1000.00,15000.0,0.00,0.0,0.0,0.00,1.00,0.00,SPANDUK PEWANGI,"",FLEXY 280,"",0,"0110800002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2508-00007,TJ,1,"0106800001",X BANNER FLEXY 280 (60X160),PCS,1.00,29900.0,1.00,1.00,0.0,0.0,65000.0,PCS,1.00,65000.0,0.00,0.0,0.0,0.00,0.00,0.00,SPANDUK TERAPI,"",X BANNER F 280 60X160,,0,"0106800002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2508-00006,SO,1,"0110800001",FLEXY CHINA PROMO AGUSTUSAN,MTR,1.00,0.0,1.90,2.00,0.0,0.0,15000.0,MTR,1.00,15000.0,0.00,0.0,0.0,0.00,1.00,0.00,SPANDUK DANGDUT KOPLO,"",FLEXY 280,"",0,"0110800002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2508-00007,SO,1,"0112300001",STICKER VINYL A3 LAM GLOSSY DIECUT,PCS,14.00,0.0,1.00,1.00,0.0,0.0,24000.0,PCS,14.00,24000.0,0.00,0.0,0.0,0.00,1.00,0.00,STICKER JALAN SEHAT,"",STICKER VINYL A3 LAM GLOSSY DIECUT,"",0,"0112300002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2508-00008,TJ,1,"0112300001",STICKER VINYL A3 LAM GLOSSY DIECUT,PCS,14.00,0.0,1.00,1.00,0.0,0.0,24000.0,PCS,14.00,24000.0,0.00,0.0,0.0,0.00,0.00,0.00,STICKER JALAN SEHAT,"",STICKER VINYL A3 LAM GLOSSY DIECUT,,0,"0112300002",,,,,,0.00,0.00,0.00,0.00,0.00
TJ2508-00009,TJ,1,"0110800001",FLEXY CHINA PROMO AGUSTUSAN,MTR,1.00,0.0,1.90,2.00,0.0,0.0,15000.0,MTR,1.00,15000.0,0.00,0.0,0.0,0.00,0.00,0.00,SPANDUK DANGDUT KOPLO,"",FLEXY 280,,0,"0110800002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2508-00008,SO,1,"0110800001",FLEXY CHINA PROMO AGUSTUSAN,MTR,1.00,0.0,1.00,1.50,0.0,0.0,15000.0,MTR,1.00,15000.0,0.00,0.0,0.0,0.00,1.00,0.00,SPANDUK HUT RI ,"",F 280,"",0,"0110800002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2508-00008,SO,2,"0110800001",FLEXY CHINA PROMO AGUSTUSAN,MTR,1.00,0.0,1.00,2.50,0.0,0.0,15000.0,MTR,1.00,15000.0,0.00,0.0,0.0,0.00,1.00,0.00,SPANDUK HUT RI,"",F 280,"",0,"0110800002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2508-00008,SO,3,"0110800001",FLEXY CHINA PROMO AGUSTUSAN,MTR,1.00,0.0,3.00,5.00,0.0,0.0,15000.0,MTR,1.00,15000.0,0.00,0.0,0.0,0.00,1.00,0.00,SPANDUK HUT RI ,"",F 280,"",0,"0110800002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2508-00009,SO,1,"0110800001",FLEXY CHINA PROMO AGUSTUSAN,MTR,1.00,0.0,1.00,2.00,0.0,0.0,15000.0,MTR,1.00,15000.0,0.00,0.0,0.0,0.00,1.00,0.00,SPANDUK KEMERDEKAAN ,"",FLEXY 280,"",0,"0110800002",,,,,,0.00,0.00,0.00,0.00,0.00
SO2508-00010,SO,1,"0110800001",FLEXY CHINA PROMO AGUSTUSAN,MTR,2.00,0.0,0.50,1.00,0.0,0.0,15000.0,MTR,2.00,15000.0,0.00,0.0,0.0,0.00,1.00,0.00,SPANDUK SAKHAZAIN STORE,"",FLEXY 280,"",0,"0110800002",,,,,,0.00,0.00,0.00,0.00,0.00
